index,radius_AU,mass,size
47,3.618492e-01,1.691928e-08,2.005376e-12
48,3.825521e-01,1.673084e-08,2.072222e-12
49,4.086614e-01,1.654871e-08,2.139068e-12
50,4.419376e-01,1.637365e-08,2.205914e-12
51,4.859415e-01,1.620471e-08,2.272760e-12
52,5.462449e-01,1.604202e-08,2.339605e-12
53,5.709605e-01,1.588513e-08,2.406451e-12
54,5.597691e-01,1.573292e-08,2.473297e-12
55,5.489376e-01,1.558646e-08,2.606989e-12
56,5.383632e-01,1.544421e-08,2.673835e-12
57,5.279600e-01,1.530624e-08,2.740681e-12
58,5.177065e-01,1.517256e-08,2.807527e-12
59,5.077294e-01,1.504300e-08,2.874372e-12
60,4.980170e-01,1.491708e-08,3.008064e-12
61,4.886080e-01,1.479458e-08,3.074910e-12
62,4.795873e-01,1.467581e-08,3.141756e-12
63,4.708692e-01,1.456002e-08,3.208602e-12
64,4.625010e-01,1.444733e-08,3.342294e-12
65,4.544993e-01,1.433758e-08,3.409139e-12
66,4.468004e-01,1.423055e-08,3.475985e-12
67,4.395077e-01,1.412644e-08,3.542831e-12
68,4.324210e-01,1.402468e-08,3.609677e-12
69,4.256130e-01,1.392559e-08,3.676523e-12
70,4.190631e-01,1.382874e-08,3.810215e-12
71,4.127339e-01,1.373417e-08,3.877061e-12
72,4.066473e-01,1.364171e-08,3.943906e-12
73,4.008160e-01,1.355137e-08,4.010752e-12
74,3.951209e-01,1.346303e-08,4.077598e-12
75,3.896121e-01,1.337671e-08,4.144444e-12
76,3.842804e-01,1.329223e-08,4.278136e-12
77,3.791090e-01,1.320944e-08,4.344982e-12
78,3.740892e-01,1.312836e-08,4.411828e-12
79,3.692251e-01,1.304890e-08,4.478673e-12
80,3.645348e-01,1.297119e-08,4.545519e-12
81,3.599411e-01,1.289487e-08,4.612365e-12
82,3.554740e-01,1.282012e-08,4.679211e-12
83,3.511258e-01,1.274677e-08,4.746057e-12
84,3.468995e-01,1.267481e-08,4.879749e-12
85,3.427782e-01,1.260415e-08,4.946594e-12
86,3.387683e-01,1.253487e-08,5.013440e-12
87,3.348569e-01,1.246683e-08,5.080286e-12
88,3.310444e-01,1.240004e-08,5.147132e-12
89,3.273520e-01,1.233439e-08,5.213978e-12
90,3.237233e-01,1.226993e-08,5.280824e-12
91,3.201815e-01,1.220657e-08,5.347670e-12
92,3.167248e-01,1.214427e-08,5.414516e-12
93,3.133475e-01,1.208302e-08,5.481361e-12
94,3.100454e-01,1.202283e-08,5.615053e-12
95,3.068171e-01,1.196358e-08,5.681899e-12
96,3.036598e-01,1.190533e-08,5.748745e-12
97,3.005751e-01,1.184801e-08,5.815591e-12
98,2.975536e-01,1.179156e-08,5.882437e-12
99,2.946183e-01,1.173601e-08,5.949283e-12
100,2.917255e-01,1.168130e-08,6.016128e-12
101,2.888932e-01,1.162745e-08,6.082974e-12
102,2.861176e-01,1.157439e-08,6.149820e-12
103,2.834005e-01,1.152214e-08,6.216666e-12
104,2.807376e-01,1.147065e-08,6.283512e-12
105,2.781278e-01,1.141991e-08,6.417204e-12
106,2.755686e-01,1.136986e-08,6.484050e-12
107,2.730597e-01,1.132057e-08,6.550895e-12
108,2.705993e-01,1.127200e-08,6.617741e-12
109,2.681843e-01,1.122409e-08,6.684587e-12
110,2.658154e-01,1.117683e-08,6.751433e-12
111,2.634912e-01,1.113022e-08,6.818279e-12
112,2.612222e-01,1.108426e-08,6.885125e-12
113,2.589826e-01,1.103890e-08,6.951971e-12
114,2.567831e-01,1.099415e-08,7.018816e-12
115,2.546224e-01,1.094998e-08,7.085662e-12
116,2.524999e-01,1.090641e-08,7.152508e-12
117,2.504139e-01,1.086339e-08,7.219354e-12
118,2.483648e-01,1.082090e-08,7.286200e-12
119,2.463500e-01,1.077897e-08,7.353046e-12
120,2.443698e-01,1.073755e-08,7.486738e-12
121,2.424227e-01,1.069665e-08,7.553583e-12
122,2.405079e-01,1.065625e-08,7.620429e-12
123,2.386238e-01,1.061634e-08,7.687275e-12
124,2.367714e-01,1.057692e-08,7.754121e-12
125,2.349493e-01,1.053795e-08,7.820967e-12
126,2.331563e-01,1.049945e-08,7.887813e-12
127,2.313915e-01,1.046142e-08,7.954659e-12
128,2.296544e-01,1.042381e-08,8.021505e-12
129,2.279537e-01,1.038666e-08,8.088350e-12
130,2.262705e-01,1.034992e-08,8.155196e-12
131,2.246131e-01,1.031360e-08,8.222042e-12
132,2.229812e-01,1.027769e-08,8.288888e-12
133,2.213740e-01,1.024218e-08,8.355734e-12
134,2.197905e-01,1.020707e-08,8.422580e-12
135,2.182304e-01,1.017234e-08,8.489426e-12
136,2.166935e-01,1.013800e-08,8.556272e-12
137,2.151788e-01,1.010402e-08,8.623117e-12
138,2.136860e-01,1.007040e-08,8.689963e-12
139,2.122147e-01,1.003714e-08,8.823655e-12
140,2.107644e-01,1.000424e-08,8.890501e-12
141,2.093344e-01,9.971675e-09,8.957347e-12
142,2.079242e-01,9.939445e-09,9.024193e-12
143,2.065339e-01,9.907552e-09,9.091038e-12
144,2.051631e-01,9.875990e-09,9.157884e-12
145,2.038105e-01,9.844740e-09,9.224730e-12
146,2.024770e-01,9.813810e-09,9.291576e-12
147,2.011609e-01,9.783171e-09,9.358422e-12
148,1.998626e-01,9.752854e-09,9.425268e-12
149,1.985817e-01,9.722834e-09,9.492114e-12
150,1.973176e-01,9.693106e-09,9.558960e-12
151,1.960760e-01,9.663672e-09,9.625805e-12
152,1.948448e-01,9.634520e-09,9.692651e-12
153,1.936298e-01,9.605645e-09,9.759497e-12
154,1.924302e-01,9.577044e-09,9.826343e-12
155,1.912458e-01,9.548715e-09,9.893189e-12
156,1.900764e-01,9.520650e-09,9.960035e-12
157,1.889219e-01,9.492855e-09,1.002688e-11
158,1.877814e-01,9.465313e-09,1.009373e-11
159,1.866552e-01,9.438020e-09,1.016057e-11
160,1.855430e-01,9.410975e-09,1.022742e-11
161,1.844443e-01,9.384178e-09,1.029426e-11
162,1.833591e-01,9.357619e-09,1.036111e-11
163,1.822868e-01,9.331299e-09,1.042796e-11
164,1.812271e-01,9.305211e-09,1.056165e-11
165,1.801806e-01,9.279358e-09,1.062849e-11
166,1.791459e-01,9.253728e-09,1.069534e-11
167,1.781238e-01,9.228316e-09,1.076219e-11
168,1.771137e-01,9.203129e-09,1.082903e-11
169,1.761151e-01,9.178151e-09,1.089588e-11
170,1.751283e-01,9.153397e-09,1.096272e-11
171,1.741525e-01,9.128853e-09,1.102957e-11
172,1.731879e-01,9.104518e-09,1.109641e-11
173,1.722344e-01,9.080387e-09,1.116326e-11
174,1.712915e-01,9.056454e-09,1.123011e-11
175,1.703593e-01,9.032723e-09,1.129695e-11
176,1.694374e-01,9.009182e-09,1.136380e-11
177,1.685257e-01,8.985831e-09,1.143064e-11
178,1.676241e-01,8.962670e-09,1.149749e-11
179,1.667320e-01,8.939700e-09,1.156434e-11
180,1.658500e-01,8.916914e-09,1.163118e-11
181,1.649806e-01,8.894312e-09,1.169803e-11
182,1.641175e-01,8.871889e-09,1.176487e-11
183,1.632635e-01,8.849652e-09,1.183172e-11
184,1.624184e-01,8.827585e-09,1.189857e-11
185,1.615824e-01,8.805689e-09,1.196541e-11
186,1.607549e-01,8.783960e-09,1.203226e-11
187,1.599364e-01,8.762398e-09,1.209910e-11
188,1.591263e-01,8.741000e-09,1.216595e-11
189,1.583247e-01,8.719767e-09,1.223279e-11
190,1.575311e-01,8.698695e-09,1.229964e-11
191,1.567458e-01,8.677785e-09,1.236649e-11
192,1.559683e-01,8.657031e-09,1.243333e-11
193,1.551988e-01,8.636434e-09,1.250018e-11
194,1.544367e-01,8.615998e-09,1.256702e-11
195,1.536825e-01,8.595705e-09,1.263387e-11
196,1.529358e-01,8.575559e-09,1.270072e-11
197,1.521964e-01,8.555562e-09,1.276756e-11
198,1.514644e-01,8.535708e-09,1.283441e-11
199,1.507394e-01,8.515998e-09,1.290125e-11
200,1.500218e-01,8.496429e-09,1.303494e-11
201,1.493108e-01,8.477004e-09,1.310179e-11
202,1.486068e-01,8.457715e-09,1.316864e-11
203,1.479096e-01,8.438566e-09,1.323548e-11
204,1.472188e-01,8.419559e-09,1.330233e-11
205,1.465348e-01,8.400679e-09,1.336917e-11
206,1.458570e-01,8.381926e-09,1.343602e-11
207,1.451857e-01,8.363305e-09,1.350287e-11
208,1.445207e-01,8.344814e-09,1.356971e-11
209,1.438620e-01,8.326447e-09,1.363656e-11
210,1.432093e-01,8.308207e-09,1.370340e-11
211,1.425628e-01,8.290090e-09,1.377025e-11
212,1.419219e-01,8.272100e-09,1.383710e-11
213,1.412870e-01,8.254229e-09,1.390394e-11
214,1.406579e-01,8.236479e-09,1.397079e-11
215,1.400344e-01,8.218855e-09,1.403763e-11
216,1.394165e-01,8.201342e-09,1.410448e-11
217,1.388041e-01,8.183942e-09,1.417132e-11
218,1.381973e-01,8.166657e-09,1.423817e-11
219,1.375958e-01,8.149484e-09,1.430502e-11
220,1.369996e-01,8.132424e-09,1.437186e-11
221,1.364089e-01,8.115474e-09,1.443871e-11
222,1.358231e-01,8.098637e-09,1.450555e-11
223,1.352424e-01,8.081906e-09,1.457240e-11
224,1.346685e-01,8.065284e-09,1.463925e-11
225,1.340979e-01,8.048774e-09,1.470609e-11
226,1.335321e-01,8.032362e-09,1.477294e-11
227,1.329712e-01,8.016052e-09,1.483978e-11
228,1.324150e-01,7.999846e-09,1.490663e-11
229,1.318636e-01,7.983740e-09,1.497348e-11
230,1.313168e-01,7.967735e-09,1.504032e-11
231,1.307746e-01,7.951829e-09,1.510717e-11
232,1.302371e-01,7.936020e-09,1.517401e-11
233,1.297039e-01,7.920311e-09,1.524086e-11
234,1.291751e-01,7.904697e-09,1.530770e-11
235,1.286507e-01,7.889181e-09,1.537455e-11
236,1.281306e-01,7.873762e-09,1.544140e-11
237,1.276148e-01,7.858432e-09,1.550824e-11
238,1.271031e-01,7.843192e-09,1.557509e-11
239,1.265957e-01,7.828045e-09,1.564193e-11
240,1.260923e-01,7.812986e-09,1.570878e-11
241,1.255930e-01,7.798019e-09,1.577563e-11
242,1.250978e-01,7.783138e-09,1.584247e-11
243,1.246064e-01,7.768348e-09,1.590932e-11
244,1.241189e-01,7.753642e-09,1.597616e-11
245,1.236353e-01,7.739025e-09,1.604301e-11
246,1.231555e-01,7.724497e-09,1.610985e-11
247,1.226794e-01,7.710048e-09,1.617670e-11
248,1.222071e-01,7.695681e-09,1.624355e-11
249,1.217384e-01,7.681397e-09,1.631039e-11
250,1.212734e-01,7.667195e-09,1.637724e-11
251,1.208120e-01,7.653072e-09,1.644408e-11
252,1.203542e-01,7.639032e-09,1.651093e-11
253,1.198999e-01,7.625069e-09,1.657778e-11
254,1.194490e-01,7.611188e-09,1.671147e-11
255,1.190015e-01,7.597383e-09,1.677831e-11
256,1.185574e-01,7.583657e-09,1.684516e-11
257,1.181167e-01,7.570010e-09,1.691201e-11
258,1.176793e-01,7.556434e-09,1.697885e-11
259,1.172451e-01,7.542933e-09,1.704570e-11
260,1.168142e-01,7.529506e-09,1.711254e-11
261,1.163865e-01,7.516152e-09,1.717939e-11
262,1.159619e-01,7.502872e-09,1.724623e-11
263,1.155406e-01,7.489662e-09,1.731308e-11
264,1.151222e-01,7.476527e-09,1.737993e-11
265,1.147069e-01,7.463461e-09,1.744677e-11
266,1.142947e-01,7.450469e-09,1.751362e-11
267,1.138854e-01,7.437547e-09,1.758046e-11
268,1.134791e-01,7.424689e-09,1.764731e-11
269,1.130757e-01,7.411901e-09,1.771416e-11
270,1.126753e-01,7.399180e-09,1.778100e-11
271,1.122776e-01,7.386526e-09,1.784785e-11
272,1.118829e-01,7.373937e-09,1.791469e-11
273,1.114909e-01,7.361416e-09,1.798154e-11
274,1.111018e-01,7.348958e-09,1.804839e-11
275,1.107153e-01,7.336569e-09,1.811523e-11
276,1.103315e-01,7.324241e-09,1.818208e-11
277,1.099504e-01,7.311980e-09,1.824892e-11
278,1.095720e-01,1.458743e-08,1.831577e-11
279,1.091962e-01,7.275568e-09,1.838261e-11
280,1.088230e-01,7.263553e-09,1.844946e-11
281,1.084524e-01,7.251598e-09,1.851631e-11
282,1.080843e-01,7.239705e-09,1.858315e-11
283,1.077188e-01,7.227870e-09,1.865000e-11
284,1.073558e-01,7.216096e-09,1.871684e-11
285,1.069951e-01,7.204381e-09,1.878369e-11
286,1.066370e-01,7.192726e-09,1.885054e-11
287,1.062812e-01,7.181130e-09,1.891738e-11
288,1.059279e-01,7.169586e-09,1.898423e-11
289,1.055769e-01,7.158101e-09,1.905107e-11
290,1.052282e-01,7.146672e-09,1.911792e-11
291,1.048819e-01,7.135299e-09,1.918477e-11
292,1.045388e-01,7.123980e-09,1.925161e-11
293,1.041970e-01,7.112719e-09,1.931846e-11
294,1.038576e-01,7.101509e-09,1.938530e-11
295,1.035203e-01,7.090357e-09,1.945215e-11
296,1.031853e-01,7.079256e-09,1.951899e-11
297,1.028524e-01,7.068212e-09,1.958584e-11
298,1.025217e-01,7.057220e-09,1.965269e-11
299,1.021931e-01,7.046277e-09,1.971953e-11
300,1.018667e-01,7.035387e-09,1.978638e-11
301,1.015423e-01,7.024549e-09,1.985322e-11
302,1.012201e-01,7.013760e-09,1.992007e-11
303,1.008998e-01,7.003024e-09,1.998692e-11
304,1.005817e-01,6.992336e-09,2.005376e-11
305,1.002656e-01,6.981701e-09,2.012061e-11
306,9.995144e-02,6.971114e-09,2.018745e-11
307,9.963929e-02,6.960578e-09,2.025430e-11
308,9.932910e-02,6.950091e-09,2.032114e-11
309,9.902084e-02,6.939649e-09,2.038799e-11
310,9.871450e-02,6.929256e-09,2.045484e-11
311,9.841011e-02,6.918911e-09,2.052168e-11
312,9.810757e-02,6.908612e-09,2.058853e-11
313,9.780692e-02,6.898360e-09,2.065537e-11
314,9.750813e-02,6.888156e-09,2.072222e-11
315,9.721119e-02,6.877996e-09,2.078907e-11
316,9.691606e-02,6.867884e-09,2.085591e-11
317,9.662271e-02,6.857817e-09,2.092276e-11
318,9.633117e-02,6.847797e-09,2.098960e-11
319,9.604138e-02,6.837821e-09,2.105645e-11
320,9.575335e-02,6.827887e-09,2.112330e-11
321,9.546706e-02,6.817997e-09,2.119014e-11
322,9.518248e-02,6.808152e-09,2.125699e-11
323,9.489964e-02,6.798349e-09,2.132383e-11
324,9.461849e-02,6.788591e-09,2.139068e-11
325,9.433903e-02,6.778873e-09,2.145752e-11
326,9.406119e-02,6.769201e-09,2.152437e-11
327,9.378501e-02,6.759570e-09,2.159122e-11
328,9.351045e-02,6.749982e-09,2.165806e-11
329,9.323751e-02,6.740434e-09,2.172491e-11
330,9.296618e-02,6.730927e-09,2.179175e-11
331,9.269643e-02,6.721461e-09,2.185860e-11
332,9.242828e-02,6.712035e-09,2.192545e-11
333,9.216164e-02,6.702650e-09,2.199229e-11
334,9.189659e-02,6.693304e-09,2.205914e-11
335,9.163307e-02,6.683999e-09,2.212598e-11
336,9.137109e-02,6.674732e-09,2.219283e-11
337,9.111058e-02,6.665506e-09,2.225968e-11
338,9.085156e-02,6.656319e-09,2.232652e-11
339,9.059404e-02,6.647171e-09,2.239337e-11
340,9.033799e-02,6.638061e-09,2.246021e-11
341,9.008337e-02,6.628988e-09,2.252706e-11
342,8.983022e-02,6.619952e-09,2.266075e-11
343,8.957846e-02,6.610955e-09,2.272760e-11
344,8.932818e-02,6.601993e-09,2.279444e-11
345,8.907928e-02,6.593071e-09,2.286129e-11
346,8.883180e-02,6.584183e-09,2.292813e-11
347,8.858563e-02,6.575334e-09,2.299498e-11
348,8.834089e-02,6.566521e-09,2.306183e-11
349,8.809749e-02,6.557745e-09,2.312867e-11
350,8.785544e-02,6.549003e-09,2.319552e-11
351,8.761472e-02,6.540297e-09,2.326236e-11
352,8.737533e-02,6.531625e-09,2.332921e-11
353,8.713727e-02,6.522989e-09,2.339605e-11
354,8.690048e-02,6.514387e-09,2.346290e-11
355,8.666501e-02,6.505819e-09,2.352975e-11
356,8.643083e-02,6.497287e-09,2.359659e-11
357,8.619795e-02,6.488788e-09,2.366344e-11
358,8.596627e-02,6.480324e-09,2.373028e-11
359,8.573584e-02,6.471893e-09,2.379713e-11
360,8.550667e-02,6.463497e-09,2.386398e-11
361,8.527874e-02,6.455133e-09,2.393082e-11
362,8.505201e-02,6.446801e-09,2.399767e-11
363,8.482652e-02,6.438502e-09,2.406451e-11
364,8.460220e-02,6.430235e-09,2.413136e-11
365,8.437909e-02,6.422000e-09,2.419821e-11
366,8.415718e-02,6.413799e-09,2.426505e-11
367,8.393645e-02,6.405628e-09,2.433190e-11
368,8.371684e-02,6.397490e-09,2.439874e-11
369,8.349841e-02,6.389384e-09,2.446559e-11
370,8.328110e-02,6.381309e-09,2.453243e-11
371,8.306495e-02,6.373264e-09,2.459928e-11
372,8.284992e-02,1.272252e-08,2.466613e-11
373,8.263599e-02,6.349314e-09,2.473297e-11
374,8.242319e-02,6.341391e-09,2.479982e-11
375,8.221148e-02,6.333498e-09,2.486666e-11
376,8.200089e-02,6.325636e-09,2.493351e-11
377,8.179137e-02,6.317802e-09,2.500036e-11
378,8.158294e-02,6.309999e-09,2.506720e-11
379,8.137553e-02,6.302226e-09,2.513405e-11
380,8.116921e-02,6.294482e-09,2.520089e-11
381,8.096393e-02,6.286766e-09,2.526774e-11
382,8.075968e-02,6.279078e-09,2.533459e-11
383,8.055650e-02,6.271419e-09,2.540143e-11
384,8.035432e-02,6.263789e-09,2.546828e-11
385,8.015316e-02,6.256186e-09,2.553512e-11
386,7.995303e-02,6.248612e-09,2.560197e-11
387,7.975390e-02,6.241065e-09,2.566881e-11
388,7.955578e-02,6.233547e-09,2.573566e-11
389,7.935860e-02,6.226057e-09,2.580251e-11
390,7.916245e-02,6.218594e-09,2.586935e-11
391,7.896724e-02,6.211156e-09,2.593620e-11
392,7.877301e-02,6.203747e-09,2.600304e-11
393,7.857973e-02,6.196364e-09,2.606989e-11
394,7.838739e-02,6.189007e-09,2.613674e-11
395,7.819604e-02,6.181677e-09,2.620358e-11
396,7.800558e-02,6.174373e-09,2.627043e-11
397,7.781610e-02,6.167097e-09,2.633727e-11
398,7.762752e-02,6.159844e-09,2.640412e-11
399,7.743988e-02,6.152619e-09,2.647097e-11
400,7.725311e-02,6.145420e-09,2.653781e-11
401,7.706726e-02,6.138247e-09,2.660466e-11
402,7.688230e-02,6.131097e-09,2.667150e-11
403,7.669824e-02,6.123973e-09,2.673835e-11
404,7.651506e-02,6.116873e-09,2.680519e-11
405,7.633279e-02,6.109799e-09,2.687204e-11
406,7.615134e-02,6.102747e-09,2.693889e-11
407,7.597080e-02,6.095722e-09,2.700573e-11
408,7.579113e-02,6.088719e-09,2.707258e-11
409,7.561229e-02,6.081741e-09,2.713942e-11
410,7.543427e-02,6.074788e-09,2.720627e-11
411,7.525712e-02,6.067857e-09,2.727312e-11
412,7.508113e-02,6.060948e-09,2.733996e-11
413,7.490566e-02,6.054062e-09,2.740681e-11
414,7.473100e-02,6.047197e-09,2.747365e-11
415,7.455716e-02,6.040354e-09,2.754050e-11
416,7.438417e-02,6.033532e-09,2.760734e-11
417,7.421196e-02,6.026730e-09,2.767419e-11
418,7.404058e-02,6.019949e-09,2.774104e-11
419,7.387002e-02,6.013184e-09,2.780788e-11
420,7.370024e-02,6.006438e-09,2.787473e-11
421,7.353127e-02,5.999711e-09,2.794157e-11
422,7.336309e-02,5.992998e-09,2.800842e-11
423,7.319572e-02,5.986297e-09,2.807527e-11
424,7.302915e-02,5.979608e-09,2.814211e-11
425,7.286335e-02,5.972928e-09,2.820896e-11
426,7.269839e-02,5.966256e-09,2.827580e-11
427,7.253421e-02,5.959588e-09,2.834265e-11
428,7.237088e-02,5.952926e-09,2.840950e-11
429,7.220838e-02,5.946257e-09,2.847634e-11
430,7.204669e-02,5.939584e-09,2.854319e-11
431,7.188586e-02,5.932914e-09,2.861003e-11
432,7.172591e-02,5.926235e-09,2.867688e-11
433,7.156685e-02,5.919542e-09,2.874372e-11
434,7.140875e-02,5.912851e-09,2.881057e-11
435,7.125164e-02,5.906165e-09,2.887742e-11
436,7.109555e-02,5.899498e-09,2.894426e-11
437,7.094058e-02,5.892875e-09,2.901111e-11
438,7.078678e-02,5.886333e-09,2.907795e-11
439,7.063425e-02,5.879922e-09,2.914480e-11
440,7.048323e-02,5.873671e-09,2.921165e-11
441,7.033366e-02,5.867673e-09,2.927849e-11
442,7.018588e-02,5.862048e-09,2.934534e-11
443,7.004005e-02,5.856789e-09,2.941218e-11
444,6.989645e-02,1.169937e-08,2.947903e-11
445,6.975540e-02,5.843327e-09,2.954588e-11
446,6.961729e-02,5.839381e-09,2.961272e-11
447,6.948263e-02,5.835530e-09,2.967957e-11
448,6.935185e-02,1.165892e-08,2.974641e-11
449,6.922548e-02,5.822544e-09,2.981326e-11
450,6.910519e-02,5.817049e-09,2.988010e-11
451,6.899041e-02,5.810731e-09,2.994695e-11
452,6.888303e-02,5.803573e-09,3.001380e-11
453,6.878390e-02,5.795663e-09,3.008064e-11
454,6.869401e-02,5.787312e-09,3.014749e-11
455,6.861432e-02,5.778844e-09,3.021433e-11
456,6.854549e-02,5.770559e-09,3.028118e-11
457,6.848767e-02,5.762648e-09,3.041487e-11
458,6.844005e-02,5.755176e-09,3.048172e-11
459,6.840034e-02,5.748149e-09,3.054856e-11
460,6.836454e-02,5.741541e-09,3.061541e-11
461,6.833099e-02,5.735281e-09,3.061541e-11
462,6.828645e-02,5.729274e-09,3.068225e-11
463,6.822811e-02,5.723452e-09,3.074910e-11
464,6.814817e-02,5.717771e-09,3.081595e-11
465,6.807794e-02,5.712184e-09,3.088279e-11
466,6.794197e-02,5.706655e-09,3.094964e-11
467,6.776628e-02,5.701162e-09,3.101648e-11
468,6.754817e-02,5.695686e-09,3.101648e-11
469,6.728365e-02,5.690213e-09,3.108333e-11
470,6.696903e-02,5.684743e-09,3.115018e-11
471,6.660115e-02,5.679271e-09,3.121702e-11
472,6.618551e-02,5.673791e-09,3.128387e-11
473,6.573277e-02,5.668304e-09,3.135071e-11
474,6.527103e-02,5.662816e-09,3.141756e-11
475,6.483593e-02,5.657325e-09,3.155125e-11
476,6.445845e-02,5.651835e-09,3.161810e-11
477,6.420856e-02,5.646346e-09,3.168494e-11
478,6.399154e-02,5.640861e-09,3.175179e-11
479,6.383635e-02,5.635383e-09,3.181863e-11
480,6.372842e-02,5.629911e-09,3.188548e-11
481,6.365323e-02,5.624449e-09,3.201917e-11
482,6.359876e-02,5.618998e-09,3.208602e-11
483,6.355403e-02,5.613556e-09,3.215286e-11
484,6.351329e-02,5.608125e-09,3.221971e-11
485,6.347173e-02,5.602707e-09,3.228656e-11
486,6.342638e-02,5.597301e-09,3.235340e-11
487,6.337545e-02,5.591909e-09,3.242025e-11
488,6.331802e-02,5.586530e-09,3.248709e-11
489,6.325374e-02,5.581165e-09,3.255394e-11
490,6.318264e-02,5.575816e-09,3.262079e-11
491,6.310509e-02,5.570478e-09,3.268763e-11
492,6.302166e-02,5.565158e-09,3.275448e-11
493,6.293268e-02,5.559853e-09,3.275448e-11
494,6.283896e-02,5.554561e-09,3.282132e-11
495,6.274111e-02,5.549283e-09,3.288817e-11
496,6.263972e-02,5.544020e-09,3.295501e-11
497,6.253534e-02,5.538772e-09,3.302186e-11
498,6.242847e-02,5.533539e-09,3.308871e-11
499,6.231956e-02,5.528320e-09,3.315555e-11
500,6.220901e-02,5.523117e-09,3.322240e-11
501,6.209713e-02,5.517926e-09,3.328924e-11
502,6.198425e-02,5.512753e-09,3.335609e-11
503,6.187062e-02,5.507594e-09,3.342294e-11
504,6.175636e-02,5.502448e-09,3.348978e-11
505,6.164172e-02,5.497317e-09,3.355663e-11
506,6.152683e-02,5.492201e-09,3.362347e-11
507,6.141181e-02,5.487098e-09,3.369032e-11
508,6.129676e-02,5.482010e-09,3.375716e-11
509,6.118177e-02,5.476936e-09,3.382401e-11
510,6.106688e-02,1.093871e-08,3.389086e-11
511,6.095218e-02,5.461799e-09,3.395770e-11
512,6.083768e-02,5.456782e-09,3.402455e-11
513,6.072346e-02,5.451780e-09,3.409139e-11
514,6.060955e-02,5.446790e-09,3.422509e-11
515,6.049590e-02,5.441814e-09,3.429193e-11
516,6.038259e-02,5.436852e-09,3.435878e-11
517,6.026963e-02,5.431903e-09,3.442562e-11
518,6.015703e-02,5.426968e-09,3.449247e-11
519,6.004480e-02,5.422046e-09,3.455932e-11
520,5.993293e-02,5.417139e-09,3.462616e-11
521,5.982146e-02,5.412243e-09,3.469301e-11
522,5.971036e-02,5.407363e-09,3.475985e-11
523,5.959967e-02,5.402497e-09,3.482670e-11
524,5.948939e-02,5.397642e-09,3.489354e-11
525,5.937946e-02,5.392800e-09,3.496039e-11
526,5.926993e-02,5.387972e-09,3.502724e-11
527,5.916080e-02,5.383156e-09,3.509408e-11
528,5.905206e-02,5.378354e-09,3.516093e-11
529,5.894372e-02,5.373565e-09,3.522777e-11
530,5.883577e-02,5.368788e-09,3.529462e-11
531,5.872820e-02,5.364025e-09,3.536147e-11
532,5.862104e-02,5.359273e-09,3.542831e-11
533,5.851425e-02,5.354536e-09,3.549516e-11
534,5.840786e-02,5.349812e-09,3.556200e-11
535,5.830188e-02,5.345099e-09,3.562885e-11
536,5.819624e-02,5.340398e-09,3.569570e-11
