# Particle 0, r = 1.00000 AU, Hd = 1.713804e-03 AU, sigma_dust = 3.330000e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
  0.00371503  1.08712825e-06
  0.00397124  9.32854520e-07
  0.00422745  7.92347940e-07
  0.00448366  6.66172686e-07
  0.00473986  5.54404296e-07
  0.00499607  4.56704433e-07
  0.00525228  3.72402633e-07
  0.00550849  3.00579346e-07
  0.00576470  2.40145472e-07
  0.00602091  1.89914685e-07
  0.00627712  1.48665969e-07
  0.00653333  1.15194956e-07
  0.00678954  8.83535965e-08
  0.00704574  6.70785829e-08
  0.00730195  5.04095014e-08
  0.00755816  3.74981464e-08
  0.00781437  2.76106146e-08
  0.00807058  2.01238571e-08
  0.00832679  1.45182828e-08
  0.00858300  1.03678368e-08
  0.00883921  7.32875038e-09
  0.00909542  5.12791223e-09
  0.00935162  3.55156782e-09
  0.00960783  2.43482929e-09
  0.00986404  1.65228819e-09
  0.01012025  1.10986960e-09
  0.01037646  7.37950085e-10
  0.01063267  4.85680755e-10
  0.01088888  3.16405249e-10
  0.01114509  2.04035313e-10
  0.01140130  1.30237447e-10
  0.01165750  8.22877687e-11
  0.01191371  5.14640041e-11
  0.01216992  3.18596306e-11
  0.01242613  1.95230099e-11
  0.01268234  1.18419082e-11

# Particle 36, r = 2.76577 AU, Hd = 2.449091e-03 AU, sigma_dust = 2.002334e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01224546  1.21551587e-11
 -0.01199807  2.00394464e-11
 -0.01175069  3.27024041e-11
 -0.01150331  5.28253663e-11
 -0.01125592  8.44645028e-11
 -0.01100854  1.33682580e-10
 -0.01076116  2.09432599e-10
 -0.01051378  3.24775024e-10
 -0.01026639  4.98528325e-10
 -0.01001901  7.57470861e-10
 -0.00977163  1.13922865e-09
 -0.00952424  1.69599568e-09
 -0.00927686  2.49923711e-09
 -0.00902948  3.64551640e-09
 -0.00878209  5.26355938e-09
 -0.00853471  7.52261566e-09
 -0.00828733  1.06420941e-08
 -0.00803995  1.49023306e-08
 -0.00779256  2.06561876e-08
 -0.00754518  2.83409901e-08
 -0.00729780  3.84900738e-08
 -0.00705041  5.17429691e-08
 -0.00680303  6.88529929e-08
 -0.00655565  9.06907881e-08
 -0.00630827  1.18242174e-07
 -0.00606088  1.52598586e-07
 -0.00581350  1.94938442e-07
 -0.00556612  2.46497970e-07
 -0.00531873  3.08530483e-07
 -0.00507135  3.82253690e-07
 -0.00482397  4.68785501e-07
 -0.00457658  5.69069789e-07
 -0.00432920  6.83794756e-07
 -0.00408182  8.13307687e-07
 -0.00383444  9.57531046e-07
 -0.00358705  1.11588574e-06
 -0.00333967  1.28722796e-06
 -0.00309229  1.46980622e-06
 -0.00284490  1.66124455e-06
 -0.00259752  1.85855722e-06
 -0.00235014  2.05819813e-06
 -0.00210276  2.25614650e-06
 -0.00185537  2.44802749e-06
 -0.00160799  2.62926378e-06
 -0.00136061  2.79525160e-06
 -0.00111322  2.94155197e-06
 -0.00086584  3.06408650e-06
 -0.00061846  3.15932566e-06
 -0.00037107  3.22445739e-06
 -0.00012369  3.25752507e-06
  0.00012369  3.25752507e-06
  0.00037107  3.22445739e-06
  0.00061846  3.15932566e-06
  0.00086584  3.06408650e-06
  0.00111322  2.94155197e-06
  0.00136061  2.79525160e-06
  0.00160799  2.62926378e-06
  0.00185537  2.44802749e-06
  0.00210276  2.25614650e-06
  0.00235014  2.05819813e-06
  0.00259752  1.85855722e-06
  0.00284490  1.66124455e-06
  0.00309229  1.46980622e-06
  0.00333967  1.28722796e-06
  0.00358705  1.11588574e-06
  0.00383444  9.57531046e-07
  0.00408182  8.13307687e-07
  0.00432920  6.83794756e-07
  0.00457658  5.69069789e-07
  0.00482397  4.68785501e-07
  0.00507135  3.82253690e-07
  0.00531873  3.08530483e-07
  0.00556612  2.46497970e-07
  0.00581350  1.94938442e-07
  0.00606088  1.52598586e-07
  0.00630827  1.18242174e-07
  0.00655565  9.06907881e-08
  0.00680303  6.88529929e-08
  0.00705041  5.17429691e-08
  0.00729780  3.84900738e-08
  0.00754518  2.83409901e-08
  0.00779256  2.06561876e-08
  0.00803995  1.49023306e-08
  0.00828733  1.06420941e-08
  0.00853471  7.52261566e-09
  0.00878209  5.26355938e-09
  0.00902948  3.64551640e-09
  0.00927686  2.49923711e-09
  0.00952424  1.69599568e-09
  0.00977163  1.13922865e-09
  0.01001901  7.57470861e-10
  0.01026639  4.98528325e-10
  0.01051378  3.24775024e-10
  0.01076116  2.09432599e-10
  0.01100854  1.33682580e-10
  0.01125592  8.44645028e-11
  0.01150331  5.28253663e-11
  0.01175069  3.27024041e-11
  0.01199807  2.00394464e-11
  0.01224546  1.21551587e-11

# Particle 37, r = 2.81481 AU, Hd = 2.331760e-03 AU, sigma_dust = 1.984812e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01165880  1.26550667e-11
 -0.01142327  2.08636133e-11
 -0.01118774  3.40473633e-11
 -0.01095221  5.49979272e-11
 -0.01071668  8.79382937e-11
 -0.01048115  1.39180574e-10
 -0.01024561  2.18045982e-10
 -0.01001008  3.38132120e-10
 -0.00977455  5.19031414e-10
 -0.00953902  7.88623538e-10
 -0.00930349  1.18608197e-09
 -0.00906796  1.76574728e-09
 -0.00883243  2.60202381e-09
 -0.00859689  3.79544638e-09
 -0.00836136  5.48003499e-09
 -0.00812583  7.83199999e-09
 -0.00789030  1.10797740e-08
 -0.00765477  1.55152222e-08
 -0.00741924  2.15057193e-08
 -0.00718371  2.95065765e-08
 -0.00694817  4.00730639e-08
 -0.00671264  5.38710140e-08
 -0.00647711  7.16847257e-08
 -0.00624158  9.44206489e-08
 -0.00600605  1.23105147e-07
 -0.00577052  1.58874543e-07
 -0.00553499  2.02955720e-07
 -0.00529946  2.56635748e-07
 -0.00506392  3.21219487e-07
 -0.00482839  3.97974725e-07
 -0.00459286  4.88065349e-07
 -0.00435733  5.92474053e-07
 -0.00412180  7.11917339e-07
 -0.00388627  8.46756778e-07
 -0.00365074  9.96911644e-07
 -0.00341520  1.16177903e-06
 -0.00317967  1.34016808e-06
 -0.00294414  1.53025527e-06
 -0.00270861  1.72956694e-06
 -0.00247308  1.93499453e-06
 -0.00223755  2.14284611e-06
 -0.00200202  2.34893555e-06
 -0.00176649  2.54870807e-06
 -0.00153095  2.73739811e-06
 -0.00129542  2.91021255e-06
 -0.00105989  3.06252985e-06
 -0.00082436  3.19010389e-06
 -0.00058883  3.28925997e-06
 -0.00035330  3.35707039e-06
 -0.00011777  3.39149805e-06
  0.00011777  3.39149805e-06
  0.00035330  3.35707039e-06
  0.00058883  3.28925997e-06
  0.00082436  3.19010389e-06
  0.00105989  3.06252985e-06
  0.00129542  2.91021255e-06
  0.00153095  2.73739811e-06
  0.00176649  2.54870807e-06
  0.00200202  2.34893555e-06
  0.00223755  2.14284611e-06
  0.00247308  1.93499453e-06
  0.00270861  1.72956694e-06
  0.00294414  1.53025527e-06
  0.00317967  1.34016808e-06
  0.00341520  1.16177903e-06
  0.00365074  9.96911644e-07
  0.00388627  8.46756778e-07
  0.00412180  7.11917339e-07
  0.00435733  5.92474053e-07
  0.00459286  4.88065349e-07
  0.00482839  3.97974725e-07
  0.00506392  3.21219487e-07
  0.00529946  2.56635748e-07
  0.00553499  2.02955720e-07
  0.00577052  1.58874543e-07
  0.00600605  1.23105147e-07
  0.00624158  9.44206489e-08
  0.00647711  7.16847257e-08
  0.00671264  5.38710140e-08
  0.00694817  4.00730639e-08
  0.00718371  2.95065765e-08
  0.00741924  2.15057193e-08
  0.00765477  1.55152222e-08
  0.00789030  1.10797740e-08
  0.00812583  7.83199999e-09
  0.00836136  5.48003499e-09
  0.00859689  3.79544638e-09
  0.00883243  2.60202381e-09
  0.00906796  1.76574728e-09
  0.00930349  1.18608197e-09
  0.00953902  7.88623538e-10
  0.00977455  5.19031414e-10
  0.01001008  3.38132120e-10
  0.01024561  2.18045982e-10
  0.01048115  1.39180574e-10
  0.01071668  8.79382937e-11
  0.01095221  5.49979272e-11
  0.01118774  3.40473633e-11
  0.01142327  2.08636133e-11
  0.01165880  1.26550667e-11

# Particle 38, r = 2.86386 AU, Hd = 2.219601e-03 AU, sigma_dust = 1.967742e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01109801  1.31802046e-11
 -0.01087380  2.17293752e-11
 -0.01064960  3.54602015e-11
 -0.01042540  5.72801354e-11
 -0.01020120  9.15874039e-11
 -0.00997699  1.44956047e-10
 -0.00975279  2.27094074e-10
 -0.00952859  3.52163338e-10
 -0.00930439  5.40569276e-10
 -0.00908019  8.21348465e-10
 -0.00885598  1.23529993e-09
 -0.00863178  1.83901919e-09
 -0.00840758  2.70999806e-09
 -0.00818338  3.95294321e-09
 -0.00795918  5.70743595e-09
 -0.00773497  8.15699869e-09
 -0.00751077  1.15395431e-08
 -0.00728657  1.61590459e-08
 -0.00706237  2.23981262e-08
 -0.00683817  3.07309890e-08
 -0.00661396  4.17359461e-08
 -0.00638976  5.61064596e-08
 -0.00616556  7.46593736e-08
 -0.00594136  9.83387526e-08
 -0.00571715  1.28213550e-07
 -0.00549295  1.65467242e-07
 -0.00526875  2.11377623e-07
 -0.00504455  2.67285172e-07
 -0.00482035  3.34548894e-07
 -0.00459614  4.14489188e-07
 -0.00437194  5.08318235e-07
 -0.00414774  6.17059509e-07
 -0.00392354  7.41459246e-07
 -0.00369934  8.81894017e-07
 -0.00347513  1.03827975e-06
 -0.00325093  1.20998851e-06
 -0.00302673  1.39578004e-06
 -0.00280253  1.59375514e-06
 -0.00257832  1.80133750e-06
 -0.00235412  2.01528956e-06
 -0.00212992  2.23176621e-06
 -0.00190572  2.44640759e-06
 -0.00168152  2.65446992e-06
 -0.00145731  2.85098990e-06
 -0.00123311  3.03097548e-06
 -0.00100891  3.18961338e-06
 -0.00078471  3.32248127e-06
 -0.00056051  3.42575195e-06
 -0.00033630  3.49637625e-06
 -0.00011210  3.53223253e-06
  0.00011210  3.53223253e-06
  0.00033630  3.49637625e-06
  0.00056051  3.42575195e-06
  0.00078471  3.32248127e-06
  0.00100891  3.18961338e-06
  0.00123311  3.03097548e-06
  0.00145731  2.85098990e-06
  0.00168152  2.65446992e-06
  0.00190572  2.44640759e-06
  0.00212992  2.23176621e-06
  0.00235412  2.01528956e-06
  0.00257832  1.80133750e-06
  0.00280253  1.59375514e-06
  0.00302673  1.39578004e-06
  0.00325093  1.20998851e-06
  0.00347513  1.03827975e-06
  0.00369934  8.81894017e-07
  0.00392354  7.41459246e-07
  0.00414774  6.17059509e-07
  0.00437194  5.08318235e-07
  0.00459614  4.14489188e-07
  0.00482035  3.34548894e-07
  0.00504455  2.67285172e-07
  0.00526875  2.11377623e-07
  0.00549295  1.65467242e-07
  0.00571715  1.28213550e-07
  0.00594136  9.83387526e-08
  0.00616556  7.46593736e-08
  0.00638976  5.61064596e-08
  0.00661396  4.17359461e-08
  0.00683817  3.07309890e-08
  0.00706237  2.23981262e-08
  0.00728657  1.61590459e-08
  0.00751077  1.15395431e-08
  0.00773497  8.15699869e-09
  0.00795918  5.70743595e-09
  0.00818338  3.95294321e-09
  0.00840758  2.70999806e-09
  0.00863178  1.83901919e-09
  0.00885598  1.23529993e-09
  0.00908019  8.21348465e-10
  0.00930439  5.40569276e-10
  0.00952859  3.52163338e-10
  0.00975279  2.27094074e-10
  0.00997699  1.44956047e-10
  0.01020120  9.15874039e-11
  0.01042540  5.72801354e-11
  0.01064960  3.54602015e-11
  0.01087380  2.17293752e-11
  0.01109801  1.31802046e-11

# Particle 39, r = 2.91291 AU, Hd = 2.103337e-03 AU, sigma_dust = 1.951104e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01051668  1.37911576e-11
 -0.01030423  2.27366149e-11
 -0.01009177  3.71039177e-11
 -0.00987931  5.99352892e-11
 -0.00966685  9.58328310e-11
 -0.00945439  1.51675315e-10
 -0.00924193  2.37620755e-10
 -0.00902948  3.68487458e-10
 -0.00881702  5.65626733e-10
 -0.00860456  8.59421113e-10
 -0.00839210  1.29256082e-09
 -0.00817964  1.92426477e-09
 -0.00796718  2.83561685e-09
 -0.00775473  4.13617727e-09
 -0.00754227  5.97199747e-09
 -0.00732981  8.53510683e-09
 -0.00711735  1.20744452e-08
 -0.00690489  1.69080795e-08
 -0.00669244  2.34363652e-08
 -0.00647998  3.21554881e-08
 -0.00626752  4.36705671e-08
 -0.00605506  5.87072089e-08
 -0.00584260  7.81201216e-08
 -0.00563014  1.02897131e-07
 -0.00541769  1.34156739e-07
 -0.00520523  1.73137283e-07
 -0.00499277  2.21175785e-07
 -0.00478031  2.79674863e-07
 -0.00456785  3.50056517e-07
 -0.00435539  4.33702349e-07
 -0.00414294  5.31880733e-07
 -0.00393048  6.45662582e-07
 -0.00371802  7.75828722e-07
 -0.00350556  9.22773183e-07
 -0.00329310  1.08640799e-06
 -0.00308064  1.26607611e-06
 -0.00286819  1.46047980e-06
 -0.00265573  1.66763180e-06
 -0.00244327  1.88483639e-06
 -0.00223081  2.10870595e-06
 -0.00201835  2.33521712e-06
 -0.00180590  2.55980795e-06
 -0.00159344  2.77751477e-06
 -0.00138098  2.98314420e-06
 -0.00116852  3.17147281e-06
 -0.00095606  3.33746418e-06
 -0.00074360  3.47649100e-06
 -0.00053115  3.58454868e-06
 -0.00031869  3.65844669e-06
 -0.00010623  3.69596504e-06
  0.00010623  3.69596504e-06
  0.00031869  3.65844669e-06
  0.00053115  3.58454868e-06
  0.00074360  3.47649100e-06
  0.00095606  3.33746418e-06
  0.00116852  3.17147281e-06
  0.00138098  2.98314420e-06
  0.00159344  2.77751477e-06
  0.00180590  2.55980795e-06
  0.00201835  2.33521712e-06
  0.00223081  2.10870595e-06
  0.00244327  1.88483639e-06
  0.00265573  1.66763180e-06
  0.00286819  1.46047980e-06
  0.00308064  1.26607611e-06
  0.00329310  1.08640799e-06
  0.00350556  9.22773183e-07
  0.00371802  7.75828722e-07
  0.00393048  6.45662582e-07
  0.00414294  5.31880733e-07
  0.00435539  4.33702349e-07
  0.00456785  3.50056517e-07
  0.00478031  2.79674863e-07
  0.00499277  2.21175785e-07
  0.00520523  1.73137283e-07
  0.00541769  1.34156739e-07
  0.00563014  1.02897131e-07
  0.00584260  7.81201216e-08
  0.00605506  5.87072089e-08
  0.00626752  4.36705671e-08
  0.00647998  3.21554881e-08
  0.00669244  2.34363652e-08
  0.00690489  1.69080795e-08
  0.00711735  1.20744452e-08
  0.00732981  8.53510683e-09
  0.00754227  5.97199747e-09
  0.00775473  4.13617727e-09
  0.00796718  2.83561685e-09
  0.00817964  1.92426477e-09
  0.00839210  1.29256082e-09
  0.00860456  8.59421113e-10
  0.00881702  5.65626733e-10
  0.00902948  3.68487458e-10
  0.00924193  2.37620755e-10
  0.00945439  1.51675315e-10
  0.00966685  9.58328310e-11
  0.00987931  5.99352892e-11
  0.01009177  3.71039177e-11
  0.01030423  2.27366149e-11
  0.01051668  1.37911576e-11

# Particle 40, r = 2.96196 AU, Hd = 1.984813e-03 AU, sigma_dust = 1.934882e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00992406  1.44931911e-11
 -0.00972358  2.38940134e-11
 -0.00952309  3.89926781e-11
 -0.00932260  6.29862715e-11
 -0.00912212  1.00711164e-10
 -0.00892163  1.59396288e-10
 -0.00872115  2.49716746e-10
 -0.00852066  3.87245168e-10
 -0.00832017  5.94419739e-10
 -0.00811969  9.03169608e-10
 -0.00791920  1.35835812e-09
 -0.00771872  2.02221872e-09
 -0.00751823  2.97996282e-09
 -0.00731774  4.34672775e-09
 -0.00711726  6.27599965e-09
 -0.00691677  8.96958310e-09
 -0.00671629  1.26890901e-08
 -0.00651580  1.77687787e-08
 -0.00631531  2.46293841e-08
 -0.00611483  3.37923506e-08
 -0.00591434  4.58936002e-08
 -0.00571385  6.16956764e-08
 -0.00551337  8.20967958e-08
 -0.00531288  1.08135069e-07
 -0.00511240  1.40985935e-07
 -0.00491191  1.81950768e-07
 -0.00471142  2.32434652e-07
 -0.00451094  2.93911603e-07
 -0.00431045  3.67876006e-07
 -0.00410997  4.55779797e-07
 -0.00390948  5.58955913e-07
 -0.00370899  6.78529782e-07
 -0.00350851  8.15321979e-07
 -0.00330802  9.69746590e-07
 -0.00310753  1.14171117e-06
 -0.00290705  1.33052522e-06
 -0.00270656  1.53482495e-06
 -0.00250608  1.75252194e-06
 -0.00230559  1.98078325e-06
 -0.00210510  2.21604880e-06
 -0.00190462  2.45409043e-06
 -0.00170413  2.69011397e-06
 -0.00150365  2.91890307e-06
 -0.00130316  3.13499998e-06
 -0.00110267  3.33291539e-06
 -0.00090219  3.50735648e-06
 -0.00070170  3.65346041e-06
 -0.00050122  3.76701872e-06
 -0.00030073  3.84467848e-06
 -0.00010024  3.88410669e-06
  0.00010024  3.88410669e-06
  0.00030073  3.84467848e-06
  0.00050122  3.76701872e-06
  0.00070170  3.65346041e-06
  0.00090219  3.50735648e-06
  0.00110267  3.33291539e-06
  0.00130316  3.13499998e-06
  0.00150365  2.91890307e-06
  0.00170413  2.69011397e-06
  0.00190462  2.45409043e-06
  0.00210510  2.21604880e-06
  0.00230559  1.98078325e-06
  0.00250608  1.75252194e-06
  0.00270656  1.53482495e-06
  0.00290705  1.33052522e-06
  0.00310753  1.14171117e-06
  0.00330802  9.69746590e-07
  0.00350851  8.15321979e-07
  0.00370899  6.78529782e-07
  0.00390948  5.58955913e-07
  0.00410997  4.55779797e-07
  0.00431045  3.67876006e-07
  0.00451094  2.93911603e-07
  0.00471142  2.32434652e-07
  0.00491191  1.81950768e-07
  0.00511240  1.40985935e-07
  0.00531288  1.08135069e-07
  0.00551337  8.20967958e-08
  0.00571385  6.16956764e-08
  0.00591434  4.58936002e-08
  0.00611483  3.37923506e-08
  0.00631531  2.46293841e-08
  0.00651580  1.77687787e-08
  0.00671629  1.26890901e-08
  0.00691677  8.96958310e-09
  0.00711726  6.27599965e-09
  0.00731774  4.34672775e-09
  0.00751823  2.97996282e-09
  0.00771872  2.02221872e-09
  0.00791920  1.35835812e-09
  0.00811969  9.03169608e-10
  0.00832017  5.94419739e-10
  0.00852066  3.87245168e-10
  0.00872115  2.49716746e-10
  0.00892163  1.59396288e-10
  0.00912212  1.00711164e-10
  0.00932260  6.29862715e-11
  0.00952309  3.89926781e-11
  0.00972358  2.38940134e-11
  0.00992406  1.44931911e-11

# Particle 41, r = 3.01101 AU, Hd = 1.865774e-03 AU, sigma_dust = 1.919058e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00932887  1.52917788e-11
 -0.00914041  2.52105948e-11
 -0.00895195  4.11412093e-11
 -0.00876349  6.64568711e-11
 -0.00857502  1.06260438e-10
 -0.00838656  1.68179165e-10
 -0.00819810  2.63476360e-10
 -0.00800964  4.08582720e-10
 -0.00782117  6.27172795e-10
 -0.00763271  9.52935055e-10
 -0.00744425  1.43320486e-09
 -0.00725579  2.13364477e-09
 -0.00706733  3.14416142e-09
 -0.00687886  4.58623631e-09
 -0.00669040  6.62181281e-09
 -0.00650194  9.46381509e-09
 -0.00631348  1.33882702e-08
 -0.00612502  1.87478542e-08
 -0.00593655  2.59864851e-08
 -0.00574809  3.56543391e-08
 -0.00555963  4.84223784e-08
 -0.00537117  6.50951629e-08
 -0.00518271  8.66204021e-08
 -0.00499424  1.14093407e-07
 -0.00480578  1.48754385e-07
 -0.00461732  1.91976417e-07
 -0.00442886  2.45242008e-07
 -0.00424040  3.10106393e-07
 -0.00405193  3.88146301e-07
 -0.00386347  4.80893669e-07
 -0.00367501  5.89754880e-07
 -0.00348655  7.15917376e-07
 -0.00329809  8.60246944e-07
 -0.00310962  1.02318049e-06
 -0.00292116  1.20462046e-06
 -0.00273270  1.40383834e-06
 -0.00254424  1.61939517e-06
 -0.00235578  1.84908746e-06
 -0.00216731  2.08992616e-06
 -0.00197885  2.33815506e-06
 -0.00179039  2.58931300e-06
 -0.00160193  2.83834164e-06
 -0.00141347  3.07973722e-06
 -0.00122500  3.30774127e-06
 -0.00103654  3.51656198e-06
 -0.00084808  3.70061494e-06
 -0.00065962  3.85476933e-06
 -0.00047116  3.97458480e-06
 -0.00028269  4.05652368e-06
 -0.00009423  4.09812442e-06
  0.00009423  4.09812442e-06
  0.00028269  4.05652368e-06
  0.00047116  3.97458480e-06
  0.00065962  3.85476933e-06
  0.00084808  3.70061494e-06
  0.00103654  3.51656198e-06
  0.00122500  3.30774127e-06
  0.00141347  3.07973722e-06
  0.00160193  2.83834164e-06
  0.00179039  2.58931300e-06
  0.00197885  2.33815506e-06
  0.00216731  2.08992616e-06
  0.00235578  1.84908746e-06
  0.00254424  1.61939517e-06
  0.00273270  1.40383834e-06
  0.00292116  1.20462046e-06
  0.00310962  1.02318049e-06
  0.00329809  8.60246944e-07
  0.00348655  7.15917376e-07
  0.00367501  5.89754880e-07
  0.00386347  4.80893669e-07
  0.00405193  3.88146301e-07
  0.00424040  3.10106393e-07
  0.00442886  2.45242008e-07
  0.00461732  1.91976417e-07
  0.00480578  1.48754385e-07
  0.00499424  1.14093407e-07
  0.00518271  8.66204021e-08
  0.00537117  6.50951629e-08
  0.00555963  4.84223784e-08
  0.00574809  3.56543391e-08
  0.00593655  2.59864851e-08
  0.00612502  1.87478542e-08
  0.00631348  1.33882702e-08
  0.00650194  9.46381509e-09
  0.00669040  6.62181281e-09
  0.00687886  4.58623631e-09
  0.00706733  3.14416142e-09
  0.00725579  2.13364477e-09
  0.00744425  1.43320486e-09
  0.00763271  9.52935055e-10
  0.00782117  6.27172795e-10
  0.00800964  4.08582720e-10
  0.00819810  2.63476360e-10
  0.00838656  1.68179165e-10
  0.00857502  1.06260438e-10
  0.00876349  6.64568711e-11
  0.00895195  4.11412093e-11
  0.00914041  2.52105948e-11
  0.00932887  1.52917788e-11

# Particle 42, r = 3.06006 AU, Hd = 1.747793e-03 AU, sigma_dust = 1.903616e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00873896  1.61926658e-11
 -0.00856242  2.66958306e-11
 -0.00838587  4.35649679e-11
 -0.00820933  7.03720553e-11
 -0.00803279  1.12520576e-10
 -0.00785624  1.78087131e-10
 -0.00767970  2.78998585e-10
 -0.00750315  4.32653619e-10
 -0.00732661  6.64121526e-10
 -0.00715006  1.00907547e-09
 -0.00697352  1.51763948e-09
 -0.00679697  2.25934452e-09
 -0.00662043  3.32939390e-09
 -0.00644388  4.85642599e-09
 -0.00626734  7.01192473e-09
 -0.00609079  1.00213583e-08
 -0.00591425  1.41770155e-08
 -0.00573770  1.98523495e-08
 -0.00556116  2.75174310e-08
 -0.00538461  3.77548489e-08
 -0.00520807  5.12750937e-08
 -0.00503152  6.89301247e-08
 -0.00485498  9.17234837e-08
 -0.00467844  1.20815010e-07
 -0.00450189  1.57517976e-07
 -0.00432535  2.03286355e-07
 -0.00414880  2.59689989e-07
 -0.00397226  3.28375740e-07
 -0.00379571  4.11013226e-07
 -0.00361917  5.09224635e-07
 -0.00344262  6.24499204e-07
 -0.00326608  7.58094330e-07
 -0.00308953  9.10926810e-07
 -0.00291299  1.08345928e-06
 -0.00273644  1.27558846e-06
 -0.00255990  1.48654289e-06
 -0.00238335  1.71479885e-06
 -0.00220681  1.95802304e-06
 -0.00203026  2.21305032e-06
 -0.00185372  2.47590316e-06
 -0.00167717  2.74185761e-06
 -0.00150063  3.00555732e-06
 -0.00132409  3.26117428e-06
 -0.00114754  3.50261076e-06
 -0.00097100  3.72373376e-06
 -0.00079445  3.91862986e-06
 -0.00061791  4.08186597e-06
 -0.00044136  4.20874015e-06
 -0.00026482  4.29550631e-06
 -0.00008827  4.33955788e-06
  0.00008827  4.33955788e-06
