index,radius_AU,mass,size
464,1.265026e+00,0.000000e+00,0.000000e+00
465,1.265026e+00,0.000000e+00,0.000000e+00
466,1.265027e+00,0.000000e+00,0.000000e+00
467,1.265027e+00,0.000000e+00,0.000000e+00
468,1.265027e+00,0.000000e+00,0.000000e+00
469,1.265027e+00,0.000000e+00,0.000000e+00
470,1.265027e+00,0.000000e+00,0.000000e+00
471,1.265027e+00,0.000000e+00,0.000000e+00
472,1.265027e+00,0.000000e+00,0.000000e+00
473,1.265027e+00,0.000000e+00,0.000000e+00
474,1.265027e+00,0.000000e+00,0.000000e+00
475,1.265027e+00,0.000000e+00,0.000000e+00
476,1.265027e+00,0.000000e+00,0.000000e+00
477,1.265027e+00,0.000000e+00,0.000000e+00
478,1.265027e+00,0.000000e+00,0.000000e+00
479,1.265027e+00,0.000000e+00,0.000000e+00
480,1.265027e+00,0.000000e+00,0.000000e+00
481,1.265027e+00,0.000000e+00,0.000000e+00
482,1.265027e+00,0.000000e+00,0.000000e+00
483,1.265027e+00,0.000000e+00,0.000000e+00
484,1.265028e+00,0.000000e+00,0.000000e+00
485,1.265028e+00,0.000000e+00,0.000000e+00
486,1.265028e+00,0.000000e+00,0.000000e+00
487,1.265028e+00,0.000000e+00,0.000000e+00
488,1.265028e+00,0.000000e+00,0.000000e+00
489,1.265028e+00,0.000000e+00,0.000000e+00
490,1.265028e+00,0.000000e+00,0.000000e+00
491,1.265028e+00,0.000000e+00,0.000000e+00
492,1.265028e+00,0.000000e+00,0.000000e+00
493,1.265028e+00,0.000000e+00,0.000000e+00
494,1.265028e+00,0.000000e+00,0.000000e+00
495,1.265028e+00,0.000000e+00,0.000000e+00
496,1.265028e+00,0.000000e+00,0.000000e+00
497,1.265028e+00,0.000000e+00,0.000000e+00
498,1.265028e+00,0.000000e+00,0.000000e+00
499,1.265028e+00,0.000000e+00,0.000000e+00
500,1.265028e+00,0.000000e+00,0.000000e+00
501,1.265028e+00,0.000000e+00,0.000000e+00
502,1.265028e+00,0.000000e+00,0.000000e+00
503,1.265028e+00,0.000000e+00,0.000000e+00
504,1.265028e+00,0.000000e+00,0.000000e+00
505,1.265029e+00,0.000000e+00,0.000000e+00
506,1.265029e+00,0.000000e+00,0.000000e+00
507,1.265029e+00,0.000000e+00,0.000000e+00
508,1.265029e+00,0.000000e+00,0.000000e+00
509,1.265029e+00,0.000000e+00,0.000000e+00
510,1.265029e+00,0.000000e+00,0.000000e+00
511,1.265029e+00,0.000000e+00,0.000000e+00
512,1.265029e+00,0.000000e+00,0.000000e+00
513,1.265029e+00,0.000000e+00,0.000000e+00
514,1.265029e+00,0.000000e+00,0.000000e+00
515,1.265029e+00,0.000000e+00,0.000000e+00
516,1.265029e+00,0.000000e+00,0.000000e+00
517,1.265029e+00,0.000000e+00,0.000000e+00
518,1.265029e+00,0.000000e+00,0.000000e+00
519,1.265029e+00,0.000000e+00,0.000000e+00
520,1.265029e+00,0.000000e+00,0.000000e+00
521,1.265029e+00,0.000000e+00,0.000000e+00
522,1.265029e+00,0.000000e+00,0.000000e+00
523,1.265029e+00,0.000000e+00,0.000000e+00
524,1.265029e+00,0.000000e+00,0.000000e+00
525,1.265029e+00,0.000000e+00,0.000000e+00
526,1.265029e+00,0.000000e+00,0.000000e+00
527,1.265029e+00,0.000000e+00,0.000000e+00
528,1.265030e+00,0.000000e+00,0.000000e+00
529,1.265030e+00,0.000000e+00,0.000000e+00
530,1.265030e+00,0.000000e+00,0.000000e+00
531,1.265030e+00,0.000000e+00,0.000000e+00
532,1.265030e+00,0.000000e+00,0.000000e+00
533,1.265030e+00,0.000000e+00,0.000000e+00
534,1.265030e+00,0.000000e+00,0.000000e+00
535,1.265030e+00,0.000000e+00,0.000000e+00
