0.102453 9.86442e-07 6.00023e-07 -2.88714e-07
0.107357 1.00978e-06 5.72609e-07 -2.64542e-07
0.112262 1.03259e-06 5.47591e-07 -2.41887e-07
0.117167 1.05491e-06 5.24668e-07 -2.22024e-07
0.122072 1.07676e-06 5.03586e-07 -2.04512e-07
0.126977 1.09818e-06 4.84134e-07 -1.88994e-07
0.131882 1.11919e-06 4.66128e-07 -1.75179e-07
0.136787 1.13981e-06 4.49414e-07 -1.62825e-07
0.141692 1.16007e-06 4.33856e-07 -1.51734e-07
0.146597 1.17997e-06 4.1934e-07 -1.41739e-07
0.151502 1.19955e-06 4.05764e-07 -1.327e-07
0.156406 1.21881e-06 3.93039e-07 -1.245e-07
0.161311 1.23778e-06 3.81088e-07 -1.17037e-07
0.166216 1.25646e-06 3.69843e-07 -1.10226e-07
0.171121 1.27486e-06 3.59242e-07 -1.03992e-07
0.176026 1.293e-06 3.49232e-07 -9.82731e-08
0.180931 1.31089e-06 3.39764e-07 -9.30132e-08
0.185836 1.32854e-06 3.30797e-07 -8.81647e-08
0.190741 1.34596e-06 3.2229e-07 -8.36857e-08
0.195646 1.36316e-06 3.1421e-07 -7.95408e-08
0.200551 1.38014e-06 3.06525e-07 -7.56954e-08
0.205456 1.39691e-06 2.99208e-07 -7.21212e-08
0.21036 1.41349e-06 2.92231e-07 -6.87953e-08
0.215265 1.42987e-06 2.85573e-07 -6.56944e-08
0.22017 1.44607e-06 2.79211e-07 -6.27985e-08
0.225075 1.46209e-06 2.73126e-07 -6.009e-08
0.22998 1.47794e-06 2.67301e-07 -5.7553e-08
0.234885 1.49361e-06 2.61719e-07 -5.51734e-08
0.23979 1.50913e-06 2.56366e-07 -5.29384e-08
0.244695 1.52448e-06 2.51227e-07 -5.08366e-08
0.2496 1.53969e-06 2.4629e-07 -4.88574e-08
0.254505 1.55474e-06 2.41543e-07 -4.69917e-08
0.259409 1.56965e-06 2.36976e-07 -4.52308e-08
0.264314 1.58442e-06 2.32579e-07 -4.35671e-08
0.269219 1.59906e-06 2.28341e-07 -4.19936e-08
0.274124 1.61356e-06 2.24256e-07 -4.05038e-08
0.279029 1.62793e-06 2.20314e-07 -3.90919e-08
0.283934 1.64217e-06 2.16508e-07 -3.77525e-08
0.288839 1.6563e-06 2.12831e-07 -3.64809e-08
0.293744 1.6703e-06 2.09277e-07 -3.52724e-08
0.298649 1.68419e-06 2.0584e-07 -3.41235e-08
0.303554 1.69796e-06 2.02514e-07 -3.30294e-08
0.308459 1.71163e-06 1.99294e-07 -3.19865e-08
0.313363 1.72518e-06 1.96174e-07 -3.09928e-08
0.318268 1.73863e-06 1.93151e-07 -3.00446e-08
0.323173 1.75198e-06 1.9022e-07 -2.91394e-08
0.328078 1.76522e-06 1.87376e-07 -2.82744e-08
0.332983 1.77837e-06 1.84616e-07 -2.74474e-08
0.337888 1.79142e-06 1.81936e-07 -2.66561e-08
0.342793 1.80437e-06 1.79332e-07 -2.58986e-08
0.347698 1.81724e-06 1.76803e-07 -2.51729e-08
0.352603 1.83001e-06 1.74343e-07 -2.44773e-08
0.357507 1.84269e-06 1.71951e-07 -2.38102e-08
0.362412 1.85529e-06 1.69624e-07 -2.31699e-08
0.367317 1.8678e-06 1.67359e-07 -2.25551e-08
0.372222 1.88023e-06 1.65154e-07 -2.19645e-08
0.377127 1.89258e-06 1.63006e-07 -2.13968e-08
0.382032 1.90485e-06 1.60913e-07 -2.08508e-08
0.386937 1.91704e-06 1.58873e-07 -2.03255e-08
0.391842 1.92915e-06 1.56884e-07 -1.98197e-08
0.396747 1.94119e-06 1.54945e-07 -1.93329e-08
0.401652 1.95315e-06 1.53053e-07 -1.88635e-08
0.406557 1.96504e-06 1.51206e-07 -1.84108e-08
0.411461 1.97686e-06 1.49404e-07 -1.79744e-08
0.416366 1.9886e-06 1.47644e-07 -1.75533e-08
0.421271 2.00028e-06 1.45925e-07 -1.71469e-08
0.426176 2.01189e-06 1.44245e-07 -1.67544e-08
0.431081 2.02344e-06 1.42604e-07 -1.63753e-08
0.435986 2.03492e-06 1.41e-07 -1.60089e-08
0.440891 2.04633e-06 1.39431e-07 -1.56546e-08
0.445796 2.05768e-06 1.37897e-07 -1.5312e-08
0.450701 2.06897e-06 1.36396e-07 -1.49805e-08
0.455606 2.0802e-06 1.34928e-07 -1.46596e-08
0.46051 2.09137e-06 1.33491e-07 -1.4349e-08
0.465415 2.10248e-06 1.32084e-07 -1.40481e-08
0.47032 2.11352e-06 1.30706e-07 -1.37566e-08
0.475225 2.12452e-06 1.29357e-07 -1.3474e-08
0.48013 2.13545e-06 1.28036e-07 -1.32001e-08
0.485035 2.14633e-06 1.26741e-07 -1.29345e-08
0.48994 2.15716e-06 1.25472e-07 -1.26768e-08
0.494845 2.16793e-06 1.24229e-07 -1.24267e-08
0.49975 2.17865e-06 1.23009e-07 -1.21841e-08
0.504655 2.18931e-06 1.21814e-07 -1.19484e-08
0.50956 2.19993e-06 1.20641e-07 -1.17193e-08
0.514464 2.21049e-06 1.19491e-07 -1.14969e-08
0.519369 2.221e-06 1.18363e-07 -1.12807e-08
0.524274 2.23146e-06 1.17255e-07 -1.10706e-08
0.529179 2.24188e-06 1.16168e-07 -1.08663e-08
0.534084 2.25224e-06 1.15101e-07 -1.06676e-08
0.538989 2.26256e-06 1.14054e-07 -1.04743e-08
0.543894 2.27283e-06 1.13025e-07 -1.02863e-08
0.548799 2.28306e-06 1.12015e-07 -1.01032e-08
0.553704 2.29324e-06 1.11023e-07 -9.92499e-09
0.558609 2.30337e-06 1.10048e-07 -9.75145e-09
0.563514 2.31346e-06 1.0909e-07 -9.58242e-09
0.568418 2.32351e-06 1.08149e-07 -9.41774e-09
0.573323 2.33351e-06 1.07224e-07 -9.25728e-09
0.578228 2.34347e-06 1.06314e-07 -9.10088e-09
0.583133 2.35339e-06 1.0542e-07 -8.94842e-09
0.588038 2.36327e-06 1.04541e-07 -8.79975e-09
0.592943 2.3731e-06 1.03676e-07 -8.65475e-09
0.597848 2.3829e-06 1.02825e-07 -8.51344e-09
0.602753 2.39265e-06 1.01989e-07 -8.37544e-09
