0  0.10049  0.168459 
0  0.10147  0.169279 
0  0.10245  0.170094 
0  0.103431  0.170906 
0  0.104411  0.171714 
0  0.105391  0.172518 
0  0.106371  0.173318 
0  0.107352  0.174115 
0  0.108332  0.174908 
0  0.109312  0.175698 
0  0.110292  0.176484 
0  0.111272  0.177266 
0  0.112253  0.178045 
0  0.113233  0.178821 
0  0.114213  0.179593 
0  0.115193  0.180362 
0  0.116173  0.181128 
0  0.117153  0.181891 
0  0.118134  0.18265 
0  0.119114  0.183406 
0  0.120094  0.184159 
0  0.121074  0.184909 
0  0.122054  0.185656 
0  0.123035  0.1864 
0  0.124015  0.187141 
0  0.124995  0.187879 
0  0.125975  0.188614 
0  0.126955  0.189347 
0  0.127936  0.190077 
0  0.128916  0.190803 
0  0.129896  0.191527 
0  0.130876  0.192248 
0  0.131856  0.192967 
0  0.132837  0.193683 
0  0.133817  0.194396 
0  0.134797  0.195107 
0  0.135777  0.195815 
0  0.136757  0.196521 
0  0.137738  0.197224 
0  0.138718  0.197924 
0  0.139698  0.198622 
0  0.140678  0.199318 
0  0.141658  0.200011 
0  0.142639  0.200702 
0  0.143619  0.20139 
0  0.144599  0.202076 
0  0.145579  0.20276 
0  0.146559  0.203441 
0  0.147539  0.204121 
0  0.14852  0.204797 
0  0.1495  0.205472 
0  0.15048  0.206145 
0  0.15146  0.206815 
0  0.152441  0.207483 
0  0.153421  0.208149 
0  0.154401  0.208813 
0  0.155381  0.209475 
0  0.156361  0.210134 
0  0.157341  0.210792 
0  0.158322  0.211448 
0  0.159302  0.212101 
0  0.160282  0.212753 
0  0.161262  0.213402 
0  0.162242  0.21405 
0  0.163223  0.214695 
0  0.164203  0.215339 
0  0.165183  0.215981 
0  0.166163  0.216621 
0  0.167143  0.217259 
0  0.168124  0.217895 
0  0.169104  0.218529 
0  0.170084  0.219162 
0  0.171064  0.219792 
0  0.172044  0.220421 
0  0.173025  0.221048 
0  0.174005  0.221673 
0  0.174985  0.222297 
0  0.175965  0.222918 
0  0.176945  0.223539 
0  0.177926  0.224157 
0  0.178906  0.224773 
0  0.179886  0.225388 
0  0.180866  0.226002 
0  0.181846  0.226613 
0  0.182827  0.227223 
0  0.183807  0.227831 
0  0.184787  0.228438 
0  0.185767  0.229043 
0  0.186747  0.229647 
0  0.187727  0.230248 
0  0.188708  0.230849 
0  0.189688  0.231448 
