# Generated by Dust Drift Simulation (Date: Jan 23 2026 08:54:11)
# Time: 7.006803e+03 years
#--------------------------------------------------------------------------
# Radius_AU       GasSurfDensity  GasPressure     GasPressureDeriv
#--------------------------------------------------------------------------
1.000000e+00    3.32223e-06     6.626893e-08      -7.619920e-08
1.049049e+00    3.24374e-06     5.879414e-08      -1.409622e-07
1.098098e+00    3.17009e-06     5.244081e-08      -1.202126e-07
1.147147e+00    3.10077e-06     4.700151e-08      -1.032354e-07
1.196196e+00    3.03532e-06     4.231361e-08      -8.922946e-08
1.245245e+00    2.97332e-06     3.824827e-08      -7.758681e-08
1.294294e+00    2.91438e-06     3.470249e-08      -6.784090e-08
1.343343e+00    2.85817e-06     3.159321e-08      -5.963003e-08
1.392392e+00    2.80435e-06     2.885290e-08      -5.267103e-08
1.441441e+00    2.75264e-06     2.642628e-08      -4.674012e-08
1.490490e+00    2.70276e-06     2.426778e-08      -4.165928e-08
1.539540e+00    2.65446e-06     2.233958e-08      -3.728432e-08
1.588589e+00    2.60751e-06     2.061026e-08      -3.349897e-08
1.637638e+00    2.5617e-06      1.905340e-08      -3.020890e-08
1.686687e+00    2.51684e-06     1.764683e-08      -2.733533e-08
1.735736e+00    2.47278e-06     1.637185e-08      -2.481312e-08
1.784785e+00    2.4294e-06      1.521271e-08      -2.258771e-08
1.833834e+00    2.38661e-06     1.415604e-08      -2.061309e-08
1.882883e+00    2.3444e-06      1.319060e-08      -1.885018e-08
1.931932e+00    2.30277e-06     1.230688e-08      -1.726568e-08
1.980981e+00    2.26183e-06     1.149687e-08      -1.583110e-08
2.030030e+00    2.22172e-06     1.075387e-08      -1.452211e-08
2.079079e+00    2.18268e-06     1.007228e-08      -1.331805e-08
2.128128e+00    2.145e-06       9.447399e-09      -1.220158e-08
2.177177e+00    2.10907e-06     8.875327e-09      -1.115847e-08
2.226226e+00    2.07534e-06     8.352775e-09      -1.017742e-08
2.275275e+00    2.0443e-06      7.876941e-09      -9.250065e-09
2.324324e+00    2.0165e-06      7.445361e-09      -8.370866e-09
2.373373e+00    1.99249e-06     7.055775e-09      -7.537150e-09
2.422422e+00    1.97279e-06     6.705981e-09      -6.749060e-09
2.471471e+00    1.95787e-06     6.393705e-09      -6.009464e-09
2.520521e+00    1.94805e-06     6.116464e-09      -5.323852e-09
2.569570e+00    1.94351e-06     5.871445e-09      -4.699923e-09
2.618619e+00    1.94415e-06     5.655411e-09      -4.146997e-09
2.667668e+00    1.9496e-06      5.464633e-09      -3.675189e-09
2.716717e+00    1.95914e-06     5.294882e-09      -3.294088e-09
2.765766e+00    1.97169e-06     5.141489e-09      -3.011073e-09
2.814815e+00    1.98585e-06     4.999501e-09      -2.829324e-09
2.863864e+00    1.99992e-06     4.863938e-09      -2.745754e-09
2.912913e+00    2.0121e-06      4.730148e-09      -2.749373e-09
2.961962e+00    2.02065e-06     4.594229e-09      -2.820696e-09
