# Generated by Dust Drift Simulation (Date: Jan 23 2026 08:54:11)
# Time: 6.501157e+03 years
#--------------------------------------------------------------------------
# Radius_AU       GasSurfDensity  GasPressure     GasPressureDeriv
#--------------------------------------------------------------------------
1.000000e+00    3.32293e-06     6.628285e-08      -7.620884e-08
1.049049e+00    3.24445e-06     5.880710e-08      -1.409753e-07
1.098098e+00    3.17085e-06     5.245344e-08      -1.202145e-07
1.147147e+00    3.10162e-06     4.701429e-08      -1.032289e-07
1.196196e+00    3.03627e-06     4.232688e-08      -8.921631e-08
1.245245e+00    2.97441e-06     3.826233e-08      -7.756819e-08
1.294294e+00    2.91565e-06     3.471759e-08      -6.781763e-08
1.343343e+00    2.85965e-06     3.160955e-08      -5.960273e-08
1.392392e+00    2.80608e-06     2.887068e-08      -5.264021e-08
1.441441e+00    2.75466e-06     2.644565e-08      -4.670627e-08
1.490490e+00    2.70511e-06     2.428888e-08      -4.162290e-08
1.539540e+00    2.65719e-06     2.236252e-08      -3.724595e-08
1.588589e+00    2.61066e-06     2.063512e-08      -3.345922e-08
1.637638e+00    2.56531e-06     1.908024e-08      -3.016847e-08
1.686687e+00    2.52095e-06     1.767565e-08      -2.729499e-08
1.735736e+00    2.47743e-06     1.640265e-08      -2.477373e-08
1.784785e+00    2.43462e-06     1.524540e-08      -2.255019e-08
1.833834e+00    2.39242e-06     1.419052e-08      -2.057839e-08
1.882883e+00    2.35081e-06     1.322670e-08      -1.881927e-08
1.931932e+00    2.30979e-06     1.234439e-08      -1.723948e-08
1.980981e+00    2.26944e-06     1.153554e-08      -1.581047e-08
2.030030e+00    2.22989e-06     1.079341e-08      -1.450782e-08
2.079079e+00    2.19136e-06     1.011235e-08      -1.331071e-08
2.128128e+00    2.15414e-06     9.487652e-09      -1.220168e-08
2.177177e+00    2.11859e-06     8.915388e-09      -1.116631e-08
2.226226e+00    2.08515e-06     8.392259e-09      -1.019319e-08
2.275275e+00    2.0543e-06      7.915456e-09      -9.273797e-09
2.324324e+00    2.02657e-06     7.482517e-09      -8.402519e-09
2.373373e+00    2.00249e-06     7.091185e-09      -7.576621e-09
2.422422e+00    1.98259e-06     6.739265e-09      -6.796230e-09
2.471471e+00    1.96729e-06     6.424487e-09      -6.064226e-09
2.520521e+00    1.95694e-06     6.144376e-09      -5.386109e-09
2.569570e+00    1.95167e-06     5.896120e-09      -4.769558e-09
2.618619e+00    1.95139e-06     5.676491e-09      -4.223786e-09
2.667668e+00    1.95571e-06     5.481775e-09      -3.758660e-09
2.716717e+00    1.96391e-06     5.307774e-09      -3.383323e-09
2.765766e+00    1.97491e-06     5.149877e-09      -3.104481e-09
2.814815e+00    1.98733e-06     5.003230e-09      -2.924420e-09
2.863864e+00    1.99953e-06     4.862997e-09      -2.839047e-09
2.912913e+00    2.00979e-06     4.724725e-09      -2.836446e-09
2.961962e+00    2.01648e-06     4.584747e-09      -2.896595e-09
3.011011e+00    2.01829e-06     4.440574e-09      -2.992842e-09
3.060060e+00    2.01444e-06     4.291155e-09      -3.095377e-09
3.109109e+00    2.00479e-06     4.136924e-09      -3.176218e-09
3.158158e+00    1.98987e-06     3.979574e-09      -3.214364e-09
3.207207e+00    1.97069e-06     3.821601e-09      -3.199346e-09
3.256256e+00    1.94857e-06     3.665725e-09      -3.131794e-09
3.305305e+00    1.92483e-06     3.514378e-09      -3.020944e-09
3.354354e+00    1.90058e-06     3.369376e-09      -2.880385e-09
3.403403e+00    1.87669e-06     3.231817e-09      -2.723927e-09
3.452452e+00    1.8537e-06      3.102164e-09      -2.562818e-09
3.501502e+00    1.83191e-06     2.980410e-09      -2.405161e-09
3.550551e+00    1.81143e-06     2.866222e-09      -2.255668e-09
3.599600e+00    1.79226e-06     2.759133e-09      -2.116488e-09
3.648649e+00    1.77434e-06     2.658599e-09      -1.988466e-09
3.697698e+00    1.75757e-06     2.564068e-09      -1.871406e-09
3.746747e+00    1.74183e-06     2.475017e-09      -1.764664e-09
3.795796e+00    1.72702e-06     2.390958e-09      -1.667359e-09
3.844845e+00    1.71302e-06     2.311452e-09      -1.578463e-09
3.893894e+00    1.69974e-06     2.236114e-09      -1.497031e-09
3.942943e+00    1.68709e-06     2.164596e-09      -1.422218e-09
3.991992e+00    1.675e-06       2.096597e-09      -1.353359e-09
4.041041e+00    1.66339e-06     2.031835e-09      -1.289691e-09
4.090090e+00    1.65223e-06     1.970081e-09      -1.230558e-09
4.139139e+00    1.64145e-06     1.911119e-09      -1.175716e-09
4.188188e+00    1.63101e-06     1.854745e-09      -1.124465e-09
4.237237e+00    1.62089e-06     1.800811e-09      -1.076428e-09
4.286286e+00    1.61105e-06     1.749150e-09      -1.031569e-09
4.335335e+00    1.60146e-06     1.699616e-09      -9.893282e-10
4.384384e+00    1.59211e-06     1.652098e-09      -9.494588e-10
4.433433e+00    1.58298e-06     1.606476e-09      -9.119459e-10
4.482482e+00    1.57404e-06     1.562638e-09      -8.764231e-10
4.531532e+00    1.5653e-06      1.520501e-09      -8.428131e-10
4.580581e+00    1.55672e-06     1.479960e-09      -8.110651e-10
4.629630e+00    1.54831e-06     1.440937e-09      -7.807848e-10
4.678679e+00    1.54006e-06     1.403366e-09      -7.520391e-10
4.727728e+00    1.53195e-06     1.367163e-09      -7.247304e-10
