0.10149 6.09161e-09 1.17968e-08 -1.77992e-07
0.104471 6.1743e-09 1.12844e-08 -1.65808e-07
0.107452 6.25611e-09 1.08084e-08 -1.54201e-07
0.110432 6.33703e-09 1.03651e-08 -1.43716e-07
0.113413 6.41708e-09 9.95163e-09 -1.34215e-07
0.116393 6.49626e-09 9.56506e-09 -1.25582e-07
0.119374 6.57459e-09 9.20302e-09 -1.17714e-07
0.122355 6.65208e-09 8.86335e-09 -1.10525e-07
0.125335 6.72875e-09 8.54415e-09 -1.03941e-07
0.128316 6.80462e-09 8.24374e-09 -9.78969e-08
0.131296 6.8797e-09 7.96057e-09 -9.23362e-08
0.134277 6.95401e-09 7.6933e-09 -8.72098e-08
0.137258 7.02758e-09 7.4407e-09 -8.24726e-08
0.140238 7.10043e-09 7.20167e-09 -7.80911e-08
0.143219 7.17256e-09 6.97518e-09 -7.40318e-08
0.146199 7.24401e-09 6.76035e-09 -7.02606e-08
0.14918 7.31479e-09 6.55635e-09 -6.67536e-08
0.15216 7.38491e-09 6.36242e-09 -6.34873e-08
0.155141 7.4544e-09 6.17788e-09 -6.0441e-08
0.158122 7.52327e-09 6.00212e-09 -5.75957e-08
0.161102 7.59154e-09 5.83455e-09 -5.49349e-08
0.164083 7.65922e-09 5.67464e-09 -5.24433e-08
0.167063 7.72632e-09 5.52192e-09 -5.01073e-08
0.170044 7.79286e-09 5.37594e-09 -4.79147e-08
0.173025 7.85886e-09 5.23629e-09 -4.58543e-08
0.176005 7.92432e-09 5.1026e-09 -4.3916e-08
0.178986 7.98926e-09 4.9745e-09 -4.20906e-08
0.181966 8.05369e-09 4.85169e-09 -4.03699e-08
0.184947 8.11762e-09 4.73385e-09 -3.87463e-08
0.187928 8.18107e-09 4.62071e-09 -3.72127e-08
0.190908 8.24403e-09 4.51202e-09 -3.57629e-08
0.193889 8.30653e-09 4.40752e-09 -3.4391e-08
0.196869 8.36858e-09 4.307e-09 -3.30918e-08
0.19985 8.43018e-09 4.21026e-09 -3.18604e-08
0.202831 8.49134e-09 4.11708e-09 -3.06923e-08
0.205811 8.55207e-09 4.02729e-09 -2.95833e-08
0.208792 8.61238e-09 3.94073e-09 -2.85297e-08
0.211772 8.67228e-09 3.85722e-09 -2.75279e-08
0.214753 8.73178e-09 3.77663e-09 -2.65741e-08
0.217733 8.79088e-09 3.69881e-09 -2.56666e-08
0.220714 8.84959e-09 3.62362e-09 -2.48027e-08
0.223695 8.90792e-09 3.55095e-09 -2.39783e-08
0.226675 8.96588e-09 3.48068e-09 -2.31918e-08
0.229656 9.02347e-09 3.4127e-09 -2.2441e-08
0.232636 9.08071e-09 3.34691e-09 -2.17238e-08
0.235617 9.13758e-09 3.2832e-09 -2.10384e-08
0.238598 9.19412e-09 3.2215e-09 -2.03828e-08
0.241578 9.25031e-09 3.1617e-09 -1.97556e-08
0.244559 9.30616e-09 3.10373e-09 -1.9155e-08
0.247539 9.36169e-09 3.04751e-09 -1.85798e-08
0.25052 9.41689e-09 2.99297e-09 -1.80284e-08
0.253501 9.47178e-09 2.94004e-09 -1.74998e-08
0.256481 9.52635e-09 2.88865e-09 -1.69926e-08
0.259462 9.58061e-09 2.83874e-09 -1.65057e-08
0.262443 9.63458e-09 2.79026e-09 -1.60382e-08
0.265423 9.68824e-09 2.74314e-09 -1.5589e-08
0.268404 9.74161e-09 2.69733e-09 -1.51573e-08
0.271384 9.7947e-09 2.65278e-09 -1.47421e-08
0.274365 9.84749e-09 2.60945e-09 -1.43427e-08
0.277346 9.90001e-09 2.56728e-09 -1.39583e-08
0.280326 9.95226e-09 2.52624e-09 -1.35881e-08
0.283307 1.00042e-08 2.48628e-09 -1.32316e-08
0.286287 1.00559e-08 2.44736e-09 -1.28881e-08
0.289268 1.01074e-08 2.40945e-09 -1.25566e-08
0.292248 1.01586e-08 2.37251e-09 -1.22372e-08
0.295229 1.02095e-08 2.3365e-09 -1.19294e-08
0.29821 1.02602e-08 2.3014e-09 -1.16321e-08
0.30119 1.03106e-08 2.26716e-09 -1.1345e-08
0.304171 1.03608e-08 2.23377e-09 -1.10678e-08
0.307151 1.04107e-08 2.20119e-09 -1.07999e-08
0.310132 1.04605e-08 2.16939e-09 -1.05411e-08
0.313113 1.05099e-08 2.13835e-09 -1.02908e-08
0.316093 1.05592e-08 2.10804e-09 -1.00488e-08
0.319074 1.06082e-08 2.07845e-09 -9.81473e-09
0.322054 1.0657e-08 2.04954e-09 -9.5882e-09
0.325035 1.07055e-08 2.02129e-09 -9.36893e-09
0.328016 1.07539e-08 1.99369e-09 -9.15662e-09
0.330996 1.0802e-08 1.9667e-09 -8.951e-09
0.333977 1.08499e-08 1.94033e-09 -8.75178e-09
0.336957 1.08977e-08 1.91453e-09 -8.55872e-09
0.339938 1.09452e-08 1.88931e-09 -8.37157e-09
0.342919 1.09924e-08 1.86463e-09 -8.19011e-09
0.345899 1.10395e-08 1.84048e-09 -8.01411e-09
0.34888 1.10864e-08 1.81686e-09 -7.84336e-09
0.35186 1.11331e-08 1.79373e-09 -7.67767e-09
0.354841 1.11796e-08 1.77109e-09 -7.51683e-09
0.357822 1.12259e-08 1.74892e-09 -7.36068e-09
0.360802 1.12721e-08 1.72721e-09 -7.20904e-09
0.363783 1.1318e-08 1.70594e-09 -7.06173e-09
0.366763 1.13637e-08 1.68511e-09 -6.91843e-09
0.369744 1.14093e-08 1.6647e-09 -6.77934e-09
0.372725 1.14547e-08 1.6447e-09 -6.64432e-09
0.375705 1.14999e-08 1.62509e-09 -6.51286e-09
